tab_id,col_id,row_id,label,context,entity
table58,0,295,343,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-343
table58,0,296,344,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-344
table58,0,297,345,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-345
table58,0,298,346,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-346
table58,0,299,347,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-347
table58,0,300,348,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-348
table58,0,301,349,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-349
table58,0,302,350,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-350
table58,0,303,351,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-351
table58,0,304,353,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-353
table58,0,305,354,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-354
table58,0,306,356,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-356
table58,0,307,357,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-357
table58,0,308,358,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-358
table58,0,309,359,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-359
table58,0,310,360,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-360
table58,0,311,362,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-362
table58,0,312,363,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-363
table58,0,313,364,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-364
table58,0,314,366,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-366
table58,0,315,367,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-367
table58,0,316,368,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-368
table58,0,317,369,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-369
table58,0,318,370,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-370
table58,0,319,372,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-372
table58,0,320,374,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-374
table58,0,321,375,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-375
table58,0,322,377,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-377
table58,0,323,378,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-378
table58,0,324,379,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-379
table58,0,325,382,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-382
table58,0,326,383,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-383
table58,0,327,385,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-385
table58,0,328,386,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-386
table58,0,329,390,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-390
table58,0,330,391,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-391
table58,0,331,392,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-392
table58,0,332,393,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-393
table58,0,333,394,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-394
table58,0,334,395,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-395
table58,0,335,396,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-396
table58,0,336,397,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-397
table58,0,337,400,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-400
table58,0,338,401,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-401
table58,0,339,402,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-402
table58,0,340,403,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-403
table58,0,341,404,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-404
table58,0,342,405,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-405
table58,0,343,406,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-406
table58,0,344,407,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-407
table58,0,345,408,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-408
table58,0,346,409,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-409
table58,0,347,410,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-410
