tab_id,col_id,row_id,label,context,entity
table20,0,177,449,['::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-449
table20,0,178,450,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-450
table20,0,179,454,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-454
table20,0,180,455,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-455
table20,0,181,459,"['::File Processing::', 'The product does not properly clean up and remove after or supporting resources temporary they have been used.']",http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-459
table20,0,182,460,['::PHASE:Implementation:NOTE:REALIZATION: This weakness is caused during implementation of an architectural security tactic.::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-460
table20,0,183,462,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-462
table20,0,184,463,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-463
table20,0,185,464,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-464
table20,0,186,466,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-466
table20,0,187,468,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-468
table20,0,188,469,[],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-469
table20,0,189,*$4|70#,"['The product uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code.', '::PHASE:Architecture and Design::PHASE:Implementation::']",http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-470
table20,0,190,471,"['The product does not properly protect an assumed-immutable element from being modified by an attacker.', '::384::385::386::387::388::']",http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-471
table20,0,191,#72,"['The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.', '::PHASE:Implementation:NOTE:OMISSION: This weakness is caused by missing a security tactic during the architecture and design phase.::']",http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-472
table20,0,192,474,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-474
table20,0,193,475,['::PHASE:Architecture and Design::PHASE:Implementation::'],http://w3id.org/sepses/resource/cwe/applicablePlatform/CWE-475
